Business name,Webiste,Address,Number,Email,Note,,Worker,,,,,,,,,,
Pacifink Tattoo Studio,http://www.pacifinktattoo.com/,2/84 Florence Street | Wynnum | QLD 4178,61 7 3893 1414,pacifink1@optusnet.com.au,,,Salman Ahmed,,,,,,,,,,
Shinko Tattoo,http://www.shinkotattoo.com/,"340 Sandgate Rd, Albion, QLD, 4010, Australia",61 7 3262 6574,shinkotattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Sacred Skin Tattoo Studio,http://www.sacredskin.com.au/,"8/377 Logan Road, STONES CORNER Brisbane, Queensland, Australia 4120",61 7 3397 3606,info@sacredskin.com.au,,,Salman Ahmed,,,,,,,,,,
Reap and Sow Tattoo,https://reapandsow.au/,2/290 Hawthorne Road Hawthorne QLD 4171 Australia,61 424 940 989,reapandsowtattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Chalice Tattoo Company,https://www.chalicetattooco.com/,"191a Given Terrace Paddington, QLD, Australia 4064",61 7 3191 9820,contactchalicetattooco@gmail.com,,,Salman Ahmed,,,,,,,,,,
Parliament House Studio,http://www.parliamenthousestudio.com/,"184 Main St, Kangaroo Point, 4169",61 432 771 324,hello@parliamenthousestudio.com,,,Salman Ahmed,,,,,,,,,,
Brisbane Bodyart,https://www.facebook.com/BrisbaneBodyArt/,"1/941 Wynnum Rd, Brisbane, QLD, Australia, Queensland",61 473 246 475,brisbanebodyart@hotmail.com,,,Salman Ahmed,,,,,,,,,,
Innerbloom Tattoo,https://www.innerbloomtattoo.com/,"387 Montague Rd, West End QLD 4101, Australia",,,Email N/A,,,,,,,,,,,,
Stanley Street Tattoo,https://www.stanleysttattoo.com/,"Woolloongabba, Brisbane, Australia 4102",61 455 743 107,stanleysttattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Inked Heritage Tattoo Brisbane,https://www.instagram.com/inked.heritage?igsh=a3Bndnk5YzNlYnZo&utm_source=qr,2/935 Stanley St. East BrisbarE QLD 4169. Austraha,61 459 895 132,inkedheritage@gmail.com,,,Salman Ahmed,,,,,,,,,,
Balaclava Ink,https://www.balaclavaink.com/,"32 Balaclava St, Woolloongabba QLD 4102, Australia",61 421 775 158,Balaclavainkbrisbane@gmail.com,,,Salman Ahmed,,,,,,,,,,
Body Canvas Tattoo,http://www.bodycanvastattoobrisbane.com/,,61 7 3355 7711,,Email N/A,,,,,,,,,,,,
West Point Tattoo,https://www.facebook.com/WestPointTattoo,"Shop 3B, WestPoint shopping centre Browns Plains Browns Plains, QLD, Australia 4118",61 7 3800 4995,west.point.tattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Celebrity Ink,https://celebrityink.com/,"2065A, W Mount Gravatt QLD 4122. Australia",61 7 3420 0848,franchisesales@celebrityink.com,,,Salman Ahmed,,,,,,,,,,
Sacred Rose Tattoo Studio,https://www.facebook.com/sacredrosetattoostudio,"7/ 2 Halpine Drive Mango Hill Brisbane, QLD, Australia 4509",61 7 3481 2622,sacredrosetattoo@hotmail.com,,,Salman Ahmed,,,,,,,,,,
Black Throne Tattoo,http://blkthronetattoo.com/,"149 Lumley Street, Upper Mount Gravatt QLD 4122",61 7 3349 1331,book@blackthronetattoo.com,,,Salman Ahmed,,,,,,,,,,
Thinker Tattoo,http://www.thinkertattoo.com/,"1003A Ipswich Rd Moorooka, QLD, Australia 4105",,,Email N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Save Point Tattoo,http://instagram.com/savepoint_tattoo,,,,Email N/A,,,,,,,,,,,,
Fable Tattoo,http://www.fabletattoo.com/,"1A 183 Boundary St West End Brisbane, Australia",,fabletattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Southtown Tattoo,,,61 7 3276 8718,,Email N/A,,,,,,,,,,,,
Heart & Soul Tattoo,http://www.heartsoultattoo.com/,,61 7 3865 8989,,Website Expire,,,,,,,,,,,,
Sweetheart & Bby's Stabshack Tattoo,,,61 401 246 210,,Website N/A,,,,,,,,,,,,
Black Clover Ink,http://blackclover.ink/,"Sh/ 10 Buchanan Street, West End QLD 4101",61 7 3544 6977,bookings@blackcover.ink,,,Salman Ahmed,,,,,,,,,,
Empire Ink Tattoo,https://empireink.com.au/,"720 Gympie Road, Chermside QLD Australia ,4032",61 7 3544 6054,empireink4032@gmail.com,,,Salman Ahmed,,,,,,,,,,
Bad Apples Tattoo Emporium,http://www.badapplestattoo.com.au/,,61 7 3870 2013,,Website Errorr,,,,,,,,,,,,
Trailer Trash Tattoo,https://www.trailertrashtattoo.com/,"10 Fanny St, Annerley, QLD, Australia, Queensland",61 7 3848 5964,trailertrashtattoo77@gmail.com,,,Salman Ahmed,,,,,,,,,,
Simple Studio,https://www.instagram.com/simplestudiotattoo/,,,,Email N/A,,,,,,,,,,,,
Acid Inks Tattoo,https://www.facebook.com/share/18P3NCm7yo/?mibextid=LQQJ4d,,61 451 100 232,,Email N/A,,,,,,,,,,,,
666 Tattoo,http://www.666shoplawnton.com/,"21/666 Gympie Road, Lawnton Brisbane, QLD, Australia",61 448 677 666,666shoplawnton@gmail.com,,,Salman Ahmed,,,,,,,,,,
Aftermath Tattoo,,,61 7 3274 2272,,Website N/A,,,,,,,,,,,,
Devoir Tattoo - Private Studio,https://www.devoirtattoo.com.au/,"Spring Hill, Brisbane City Queensland Australia",,contact@devoirtattoo.com,,,Salman Ahmed,,,,,,,,,,
Stallion Ink Tattoo Studio,,,61 484 392 443,,Website N/A,,,,,,,,,,,,
Lantern And Sparrow Tattoo,http://www.lanternandsparrowtattoo.com/,"1407 Logan Road , Brisbane, QLD, Australia, Queensland",,lanternandsparrow@gmail.com,,,Salman Ahmed,,,,,,,,,,
Dead Dimes Tattoo,http://www.deaddimestattoo.com/,,61 7 3191 6205,,Not A Tattoo  Website,,,,,,,,,,,,
The Inker,http://www.theinker.com.au/,,61 408 506 311,,Website Expired,,,,,,,,,,,,
Pancho Tattoo,http://panchotattoo.com/,"136 Queen St,Brisbane QLD 4000",61 426 602 231,pancho.tattoo.au@gmail.com,,,Salman Ahmed,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Everton Park Tattoo,http://www.evertonparktattoo.com.au/,"5/562 South Pine Rd, Everton Park Brisbane, QLD, Australia 4053",61 402 753 390,evertonparktattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Voodoo Tattoo,https://www.facebook.com/pages/Voodoo-Tattoo/193688920647994?ref=hl,"4059 Pacific Highway, Loganholme, QLD, Australia, Queensland",,,,,,,,,,,,,,,
Morrissey's Tattoo Couture,https://www.facebook.com/MorrisseysTattooCouture/,"17A Bald Hills Rd, Bald Hills QLD 4036, Australia",,mtctattoo@outlook.com,,,Salman Ahmed,,,,,,,,,,
FunHouse Tattoo,,"5/105 Dandenong Rd, Mount Ommaney QLD 4073, Australia",61 450 474 489,,Email N/A,,,,,,,,,,,,
Black Pine Tattoo,https://www.facebook.com/profile.php?id=100094712734313&mibextid=LQQJ4d,"4/399 Honour Ave Graceville, Brisbane, QLD, Australia, Queensland",61 7 3720 9980,blackpinetattoo2023@gmail.com,,,Salman Ahmed,,,,,,,,,,
Beenleigh Tattoo Studio,https://www.facebook.com/BeenleighTattoo/,"23 James Street. Beenleigh, QLD, Australia 4207",61 7 3807 0167,tattoobeenleigh@gmail.com,,,Salman Ahmed,,,,,,,,,,
Mushin Tattoo Brisbane,https://www.instagram.com/mushintattoo/,"1323 Gympie Rd, Aspley QLD 4034, Australia",61 486 023 369,mushintattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
ALEX DAVIES TATTOO,http://alexdaviestattoo.com/,"Alex Davies lives and works in Brisbane, Australia",61 404 467 109,Alex.davies282@gmail.com,,,Salman Ahmed,,,,,,,,,,
Electric Expressions,https://www.electricexpressions.com/,289 Oxley Ave. Redcliffe Queensland 4020. Australia,61 7 3491 6701,info@electricexpressions.com,,,Salman Ahmed,,,,,,,,,,
Smoke & Mirrors Tattoo Co,https://www.smokeandmirrorstattoo.co/,,,,Email N/A,,,,,,,,,,,,
Final Haven,https://www.facebook.com/finalhaventattoo/,"4/3265 Logan Rd, Underwood QLD 4119, Australia",61 7 3841 5502,finalhaventattoo@hotmail.com,,,Salman Ahmed,,,,,,,,,,
Immortal Images,http://immortal-images.jany.io/,"2147 Wynnum Rd, Wynnum QLD 4178, Australia",61 7 3893 1643,immortalimagestattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Method Art Collective,https://methodartcollective.bigcartel.com/tattoo-studio,Unit 2 / 29 Kenworth Place BRENDALE 4500 Queensland Australia,61 416 278 478,Craig@methodartcollective.com.au,,,Salman Ahmed,,,,,,,,,,
Stafford Tattoo,https://www.facebook.com/st.tattoos/,"257 Stafford Rd, Stafford QLD 4053, Australia",61 7 3357 6696,staffordtattoo@netspace.net.au,,,Salman Ahmed,,,,,,,,,,
Jenny Ink Tattoo (Fineline Specialist) Brisbane based,https://jennyinktattoo.square.site/,,,,Not A Tattoo  Website,,,,,,,,,,,,
Tattoos by Loughie,https://www.raisedbyvideogames.com/,"Brisbane, QLD, Australia", +61 447 579 610,tattoosbyloughie@gmail.com,,,Salman Ahmed,,,,,,,,,,
Love Potion Tattoo,https://www.facebook.com/lovepotiontattoo,,61 432 708 489,,Email N/A,,,,,,,,,,,,
MUJO Tattoo,https://www.facebook.com/MujoTattooBalm/,"16 Chester St, Newstead QLD 4006, Australia",,,Email N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Sink or Swim Tattoo,https://m.facebook.com/Sink-or-Swim-Tattoo-100344980056395/,"53 Rainbow st, Sandgate, QLD, Australia, Queensland",61 7 3269 0980,sinkorswimtattoosandgate@gmail.com,,,Salman Ahmed,,,,,,,,,,
Art By Ink Tattoo Studio,https://www.facebook.com/naeartbyinktattoo/,"Clock Tower Shops, shop 8/171 Station Rd, Burpengary QLD 4505, Australia",61 7 3815 6497,artbyink171@gmail.com,,,Salman Ahmed,,,,,,,,,,
Tattoo Town,https://www.facebook.com/p/Tattoo-Town-100063622387695/,,61 7 3879 2898,,Email N/A,,,,,,,,,,,,
Steady Seas,http://www.steadyseastattoo.com.au/,"7/141 Sutton St, Redcliffe QLD 4020",61 402 264 600,enquiries@steadyseastattoo.com.au,,,Salman Ahmed,,,,,,,,,,
Mayhem Tattoo Studio Brisbane - Logan,https://www.facebook.com/MayhemTattooQLD/,"14-26 Maloo Ct, Logan Village QLD 4207, Australia",61 468 344 310,mayhemtatt@gmail.com,,,Salman Ahmed,,,,,,,,,,
Electric Hand Tattoo,http://shelldonbowers.com/?utm_source=gmb&utm_medium=referral,,61 414 451 441,,Email N/A,,,,,,,,,,,,
Sudsy and Son Tattoo Studio,https://tattoo-studio-105741.square.site/,,61 485 826 464,,Website Not Working,,,,,,,,,,,,
Hartley Tattoo Studio,http://www.hartleytattoostudio.com.au/,"3/996 Logan rd, Holland Park, Brisbane",,contact@hartleytattoostudio.com.au,,,Salman Ahmed,,,,,,,,,,
Skinworks Tattoo,http://www.skinworkstattoo.com.au/,400 Main Road Wellington Point 4160,61 7 3207 1504,info@skinworkstattoo.com.au,,,Salman Ahmed,,,,,,,,,,
Kauai Tattoo,,,,,Website N/A,,,,,,,,,,,,
Inkville,https://www.facebook.com/Inkville-105706157911253/,,61 7 3419 7540,,Email N/A,,,,,,,,,,,,
Inked By Jimmy,https://www.666shoplawnton.com/,"21/666 Gympie Road, Lawnton Brisbane, QLD, Australia",61 448 677 666,jimmyinkedpig@gmail.com,,,Salman Ahmed,,,,,,,,,,
Minds eye tattoo,https://www.facebook.com/Minds.Eye.Tattoos,"10 Whites Rd, Petrie QLD 4502, Australia",,admin@mindseyetattoo.com.au,,,Salman Ahmed,,,,,,,,,,
Tattoo Shops Brisbane,https://www.tattooshopsbrisbane.com.au/,"Serving Area, Brisbane, QLD, Australia, Queensland", +61 7 3040 2651,info@tattooshopsbrisbane.com.au,,,Salman Ahmed,,,,,,,,,,
Electric blue tattoo,https://electricbluetattooco.com/,,61 424 234 944,,Email N/A,,,,,,,,,,,,
LoveCraft Tattoo Studio,https://www.instagram.com/lovecrafttattoostudio/,,,,Email N/A,,,,,,,,,,,,
Tattoo Twins Studio,http://www.tattootwins.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"105 Gilbert Street, Latrobe, Australia",,appts@tattootwins.com.au,,,Salman Ahmed,,,,,,,,,,
Tattoo Removal Australia - Laser Tattoo Removal Brisbane,https://www.tattooremovalaus.com.au/,"27 Stoneham Street, Stones Corner QLD 4120",61 1800 003 282,stonescorner@lasertattooremovalaus.com.au,,,Salman Ahmed,,,,,,,,,,
Compass Tattoo,https://www.facebook.com/compasstattoo/,"5/31 Nicholas Street , Ipswich, QLD, Australia, Queensland",61 7 3812 7251,compasstattoos@gmail.com,,,Salman Ahmed,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Oasis Studio BNE,https://www.instagram.com/oasisstudio.bne/,"20 Badminton St, Mount Gravatt East QLD 4122, Australia",,,Email N/A,,,,,,,,,,,,
Fine Line Tattoo Gallery,,,61 7 5432 3890,,Website N/A,,,,,,,,,,,,
Venom Ink Tattoo,http://www.venominktattoo.com.au/,,,,Email N/A,,,,,,,,,,,,
Murray Cathcart Tattoo Artist,https://www.instagram.com/murraycathcart/,,,,Email N/A,,,,,,,,,,,,
Rosa Nero Tattoo (Licence No #4604126),,,,,Website N/A,,,,,,,,,,,,
The Tea House Tattoo,http://www.facebook.com/TheTeaHouseTattoo,"Redcliffe, Queensland",,theteahouse.tattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Dirty Deeds Tattoo Mobile Studio,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/tattooipswich/&ved=2ahUKEwjD6IX897j4AhUy8DgGHciLBN0QFnoECBAQAQ&usg=AOvVaw2B7DKdDSkucAhzT_jD4AVi,"Beaudesert, QLD, Australia · Brisbane, QLD, Australia · Beenleigh, QLD, Australia · Ipswich, QLD, Australia",61 487 055 808,Dirtydeedstattoo@outlook.com,,,Salman Ahmed,,,,,,,,,,
Pro Cosmetic Tattoo,http://www.procosmetictattoo.net/,"1/690 Sandgate RdClayfield QLD 4011, Australia",61 452 579 114,info@procosmetictattoo.net,,,Salman Ahmed,,,,,,,,,,
Reverence Tattoo Gaythorne,https://reverencetattoo.com.au/,"198 Bridge Road, Richmond, VIC, Australia, Victoria", (03) 9570 3636,oz@reverencetattoo.com.au,,,Salman Ahmed,,,,,,,,,,
Rose Rabbit Tattoo,"https://m.facebook.com/Rose-Rabbit-Tattoo-101962268334480/?__tn__=,g","34 Baynes St, Margate, Margate, QLD, Australia, Queensland",61 7 3419 0874,roserabbittattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Method Tattoo Coffee Bar,https://methodtattoocoffeebar.com.au/tattoo-home,,61 414 975 039,,Not A Tattoo  Website,,,,,,,,,,,,
War Horse Tattoo,http://www.warhorsetattoo.com.au/,"1 Alma Rd, Dakabin QLD 4503, Australi",61 7 3204 6295,warhorsetattoo@outlook.com,,,Salman Ahmed,,,,,,,,,,
Sweet Symphony Tattoo,https://www.facebook.com/sweetsymphonytattoo/,"1403 Anzac Ave, Kallangur, QLD, Australia, Queensland",61 448 684 296,sw-barbers@square.site,,,Salman Ahmed,,,,,,,,,,
Ink Empire Tattoo,https://www.facebook.com/InkEmpire,,61 421 780 831,,Email N/A,,,,,,,,,,,,
Stacey.Lotus Eyebrow Tattoo Brisbane | Eyeliner Tattoo Brisbane,https://eyebrowtattoobrisbane.com/,,61 424 535 589,,Not A Tattoo  Website,,,,,,,,,,,,
Pacifik Elements,https://www.instagram.com/pacifik_elements?igsh=MWlpaXVvZWo4N2owMQ==,,,,Not A Tattoo  Website,,,,,,,,,,,,
Esoteric Tattoo,https://www.esoterictattoo.com.au/,,,,Email N/A,,,,,,,,,,,,
THE PIERCING SHOP,https://thepiercingshopbrisbane.com/,,61 7 3229 5149,,Not A Tattoo  Website,,,,,,,,,,,,
Luke Muller,http://lukemuller.com/,465 Oxley Sherwood QLD 4075 Australia,61 7 3379 2999,luke.muller@icloud.com,,,Salman Ahmed,,,,,,,,,,
Anastasia Fine Line Tattoo Brisbane,,,61 466 964 743,,Website N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Cast Iron,,,,,Website N/A,,,,,,,,,,,,
Soulfire Studio Tattoo and Custom Art,https://www.facebook.com/racecafetattoo,"Unit 3/53 Ludwick St, Cannon Hill QLD 4170, Australia",,soulfirestudio@hotmail.com,,,Salman Ahmed,,,,,,,,,,
True Markings Tattoo,https://www.facebook.com/truemarkingstattoo/,"Woodridge QLD 4114, Australia",61 7 3209 4009,tatmanpat@gmail.com,,,Salman Ahmed,,,,,,,,,,
Inking Heads Studio,https://www.inkingheadsstudio.com.au/,"4 Beaumont Crescent, Bellbird Park, QLD",61 435 410 520,contact@inkingheadstudio.com.au,,,Salman Ahmed,,,,,,,,,,
PREAH LOVE - Cosmetic Tattoo - Skin Health - Beauty,http://preahlove.com.au/,,,,Not A Tattoo  Website,,,,,,,,,,,,
Jessink Tattoo Brisbane,http://instagram.com/Jessink,,61 435 215 541,,Not A Tattoo  Website,,,,,,,,,,,,
Tattoo Rebel,https://www.instagram.com/rebeltattoo/,"38 Warner St, Fortitude Valley QLD 4006, Australia",61 435 194 916,rebeltattootiel@gmail.com,,,Salman Ahmed,,,,,,,,,,
Aroma Beauty Palace Cosmetic tattoo and Permanent tattoo,https://www.facebook.com/mbs.878/,,61 405 841 908,,Not A Tattoo  Website,,,,,,,,,,,,
wovenbonestattoo,http://wovenbonestattoo.com/,"11 Browning Street, South Brisbane Q 4101, Australia",,contact@wovenbonestattoo.com,,,Salman Ahmed,,,,,,,,,,
O.G Ink,https://www.facebook.com/profile.php?id=61555806393256,,61 7 3193 0189,,Email N/A,,,,,,,,,,,,
Tat Mee,https://www.tatmee.com/,"4/261 Given Terrace, Paddington QLD 4064, Australia",,meerae.tattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Rah Tattoos,,,61 7 3395 5822,,Website N/A,,,,,,,,,,,,
Dr.Pickles Tattoo Aftercare,http://www.drpickles.com/,"11/300 Lavarack Avenue, Pinkenba, Brisbane, Queensland, Australia 4008",61 477 164 434,lochlan@drpickles.com,,,Salman Ahmed,,,,,,,,,,
Ink Money AU,http://www.inkmoney.com.au/,NSW 2153 Australia,61 419 502 693,Sales@inkmoney.co,,,Salman Ahmed,,,,,,,,,,
"reborn design brisbane SMP, cosmetic tattoo",,,61 493 751 197,,Website N/A,,,,,,,,,,,,
Bea Cosmetic Tattoo,,,61 401 012 528,,Not A Tattoo  Website,,,,,,,,,,,,
MissBeauty Cosmetic,https://missbeautycosmetic.com.au/,,61 431 302 388,,Not A Tattoo  Website,,,,,,,,,,,,
Love Inked & Filled,,,61 409 879 120,,Website N/A,,,,,,,,,,,,
Dropzone tattoo,https://www.facebook.com/DropZoneTattoo/,"162 Barrett St Bracken Ridge, QLD, Australia 4017",61 413 572 942,dropzonetattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Swashdrive Tattoo Machines,http://swashdrivetattoomachines.com/,,61 7 3397 3606,,Website Error,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Ink & Arch Cosmetic Tattoo-Hair-Beauty,,,61 401 350 542,,Not A Tattoo  Website,,,,,,,,,,,,
FINITE TATTOO SUPPLY,http://www.finitetattoosupply.com.au/,"QLD, 4060 Australia",,info@finitetattoosupply.com.au,,,Salman Ahmed,,,,,,,,,,
THink MBC Cosmetic Tattoo Supplies,http://www.mbccosmetictattoo.com.au/,,61 474 926 622,,Not A Tattoo  Website,,,,,,,,,,,,
Cassandra's,,,61 439 710 132,,Website N/A,,,,,,,,,,,,
Graceful Tatt,https://www.instagram.com/graceful_tatt,"130 Commercial Rd, Teneriffe QLD 4005, Australia",,gracefultatt@gmail.com,,,Salman Ahmed,,,,,,,,,,
Caly Cosmetic Tattoo,,,61 431 735 406,,Website N/A,,,,,,,,,,,,
Prinker Australia,,,61 421 489 003,,Website N/A,,,,,,,,,,,,
Ombre Cosmetic Tattoo,,,61 7 3857 6188,,Website N/A,,,,,,,,,,,,
Fox & Owl Tattoo,,,,,Website N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Primitive Tattoo : Best Custom Design Tattoo Shop and Tattoo Artist in Perth,https://www.besttattooshopinperth.com/,"146 Barrack Street Perth 6000, Western Australia.",61 8 9221 8585,primitive.tattoo.perth@gmail.com,,,Salman Ahmed,,,,,,,,,,
Artful Ink Tattoo Studio Perth,http://www.artfulinkaustralia.com/,"255 Walter Rd W, Morley WA 6062, Australia",61 429 499 917,info@artfulinkaustralia.com,,,Salman Ahmed,,,,,,,,,,
Bloodlines Ink,http://www.bloodlinesink.com.au/,"462 Fitzgerald Street, North Perth, WA, Australia, Western Australia",61 8 9228 1313,reception@bloodlinesink.com.au,,,Salman Ahmed,,,,,,,,,,
Capone Ink Perth,http://www.caponeinkperth.com/,,61 458 998 777,,Email N/A,,,,,,,,,,,,
Fine Line Studios Perth,https://instagram.com/finelinetattoosperth?utm_medium=copy_link,"145 Stirling Highway, Nedlands, Western Australia 6009, Australia",,finelinetattoos.events@gmail.com,,,Salman Ahmed,,,,,,,,,,
Royal Lines Tattoo Studio,https://www.facebook.com/pages/category/Tattoo---Piercing-Shop/Royal-Lines-Tattoo-101765547869423/,"88B Royal Street, Perth, WA, Australia, Western Australia",,Royallinestattoos@gmail.com,,,Salman Ahmed,,,,,,,,,,
Artful Ink Tattoo Studio Mt Lawley,http://www.artfulinkaustralia.com/,,61 459 321 986,,Dubalicate,,,,,,,,,,,,
Platinum Tattoo Parlour,,,,,Email N/A,,,,,,,,,,,,
Prime Ink Perth Tattoo Studio,http://www.instagram.com/primeinkperthtattoostudio,"9/1336 Hwy, Cannington WA 6107, Austra",61 8 6161 5502,primeinkbali@hotmail.com,,,Salman Ahmed,,,,,,,,,,
The Tatt Shop,http://www.thetattshop.com.au/,"61a James St, Northbridge, Western Australia 6003",61 8 9227 8082,info@thetattshop.com.au,,,Salman Ahmed,,,,,,,,,,
WA Ink,http://wainktattoo.com.au/,"3-5 Josephson Street, Fremantle, WA 6160, Australia",61 8 9430 5843,info@wainktattoo.com.au,,,Salman Ahmed,,,,,,,,,,
Stuck On You Tattoo Studio,https://m.facebook.com/stuckonyoutatt2,"11/133 Kewdale Rd, Kewdale WA 6105, Australia",61 435 671 466,stuckonyoutatt2@hotmail.com,,,Salman Ahmed,,,,,,,,,,
Ink Candy Tattoo Studio,https://inkcandytattoo.com.au/,"697 Albany Hwy East Victoria Park, WA, Australia WA 6101",61 424 444 808,,Email N/A,,,,,,,,,,,,
Gary Sampson Black and Grey Specialist,http://www.gstattooist.com/,"City West, Raiway St. West Perth WA AustraEa",61 403 576 534,garysampsontattooist@gmail.com,,,Salman Ahmed,,,,,,,,,,
Wright Street Collective Professional Tattooing,https://www.facebook.com/wrightstreetcollective/,"2/10 Wright Street Kewdale, WA, Australia 6105",61 422 121 981,wrightstreetcollective@gmail.com,,,Salman Ahmed,,,,,,,,,,
Main Street Tattoo Perth,https://linktr.ee/mainstreettattoo,"Unit 1, 219A Main Street, Osborne Park 6017 Perth, WA, Australia 6017",61 8 9440 3677,,Email N/A,,,,,,,,,,,,
Holdfast Tattoo,https://www.holdfasttattoo.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15617036007141103665,"909 Albany Highway, East Victoria Park, WA 6101, Australia",61 421 734 538,holdfasttattoo@hotmail.com,,,Salman Ahmed,,,,,,,,,,
Ink Testament Tattoo Studio,http://inktestament.net.au/,"3/185 Eighth Ave, Inglewood WA 6052, Australia",61 8 9209 2228,inktestament@gmail.com,,,Salman Ahmed,,,,,,,,,,
Martaciaga tattoo studio,https://www.instagram.com/martaciagatattoo?igsh=MTgwd3VwaGJlMjA1Nw==,,61 414 859 981,,Email N/A,,,,,,,,,,,,
Arcane Tattoo Studio,https://arcanetattoo.com.au/,"7/72 Wellington Street, East Perth, East Perth, WA, Australia, Western Australia",61 466 177 863,enquiries@arcanetattoo.net,,,Salman Ahmed,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Ink and Bloom,https://instagram.com/inkandbloomperth?igshid=YmMyMTA2M2Y=,,,,Email N/A,,,,,,,,,,,,
Frida Tattoo,https://fridatattooo.com.au/,"23/238 Walter Rd W, Morley, WA 6062, Australia​",61 413 976 668,fridatattooo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Lost City Tattoo,http://www.lostcitytattoo.com.au/,"2/218 Rockingham Rd, Spearwood WA 6163, Australia",61 8 9494 1555,lostcity@live.com.au,,,Salman Ahmed,,,,,,,,,,
Bittersweet Tattoo,https://www.facebook.com/bittersweettattooco/,"266 Hay Street, Subiaco 6008 Perth, WA, Australia 6008",,bittersweettattooco@gmail.com,,,Salman Ahmed,,,,,,,,,,
Ink Lounge,http://www.inklounge.com.au/,"1/17 Green StMount Hawthorn WA 6016, Australia",61 8 9201 2711,inkloungemounthawthorn@gmail.com,,,Salman Ahmed,,,,,,,,,,
Lord of the Skins Tattoo Studio & Body Piercing,https://www.lordoftheskins.com.au/,,61 8 9301 2455,,Not A Tattoo  Website,,,,,,,,,,,,
Carry Bizz Private Studio,http://www.carrybizz.com/,"9 Hutton St. Park WA 016, AIBtrü",61 498 093 168,carrybizz@gmail.com,,,Salman Ahmed,,,,,,,,,,
Tattoo Central,http://www.tattoocentral.net.au/,"19 Junction Blvd, Cockburn Central, Western Australia 6164",61 8 9417 1245,info@tattoocentral.net.au,,,Salman Ahmed,,,,,,,,,,
