Business,HIC #,Expiration,Phone,Address,City,State,Zip,,Worker
Mejia enterprise llc,PA191268,04/05/2026,856-952-3879,100 terrace ave,Camden,NJ,8105,,Rehan
WC GENERAL CONSTRUCTION LLC,PA188306,12/22/2025,267-864-1101,2734 WAYNE AVE,Camden,NJ,8105,,Rehan
"Y&R Flooring, LLC",PA156701,6/23/2025,856-473-8222,918 N 19th Street,Camden,NJ,8105,,Rehan
A-1 Air Vents and Carpet Cleaning,PA189855,2/23/2026,609-724-6671,216 Union Street,Fieldsboro,NJ,8505,,Rehan
"Applied Roofing, LLC",PA139517,4/19/2026,609-325-2500,272 Dunns Mill Rd Suite 115,Bordentown,NJ,8505,,Rehan
"Burns Landsape Management, LLC",PA107832,4/16/2026,609-267-0003,1693 Burlington Jacksonville Rd.,Bordentown,NJ,8505,,Rehan
"CMS Refrigeration, Inc",PA055623,3/27/2025,609-298-3018,130 Farnsworth Ave,Bordentown,NJ,8505,,Rehan
CNR CUSTOM FINISH PAINTING LLC,PA196502,10/24/2026,609-900-5939,426 BRADFORD CT,Bordentown,NJ,8505,,Rehan
Conectsys LLC,PA029341,09/04/2025,609-689-8181,272 Dunns Mill Road,Bordentown,NJ,8505,,Rehan
Eagle Eye Contracting Inc dba Eagle Eye Roofing,PA174702,8/13/2026,609-424-2736,11 Forsgate Ln,Bordentown,NJ,8505,,Rehan
ED LEIGH CONSTRUCTION LLC,PA100197,1/25/2026,609-915-6334,1082 Florence Columbus Road,Bordentown,NJ,8505,,Rehan
Elements Concrete Construction LLC,PA099335,3/21/2026,609-321-0791,2087 Burlington Columbus Rd,Bordentown,NJ,8505,,Rehan
Fischer Building & Remodeling,PA039139,3/29/2026,609-239-2594,609-747-0997,Bordentown,NJ,8505,,Rehan
"Frank A. Barber Carpentry & Fine Woodworking, LLC",PA019860,07/01/2025,609-586-7362,800 US HWY 206,Bordentown,NJ,8505,,Rehan
"MDL Restoration, Inc.",PA009221,02/07/2026,215-943-3382,272 Dunns Mill Rd.,Bordentown,NJ,8505,,Rehan
Montana Home Improvements,PA193183,06/12/2026,347-992-7594,20 Gilbert road,Bordentown,NJ,8505,,Rehan
MX5 Contractors LLC.,PA187222,10/31/2025,609-515-7108,8 Farmview Road,Bordentown,NJ,8505,,Rehan
NEW CONTRACTOR 1 CORP,PA199100,2/20/2027,732-759-7260,272 DUNNS MILL RD SUITE 261,Bordentown,NJ,8505,,Rehan
NEW CONTRACTOR CORP,PA185546,8/23/2025,646-403-7063,272 DUNNS MILL RD SUITE 261,Bordentown,NJ,8505,,Rehan
"NS Restoration, LLC DBA SERVPRO or Pennypack/Bustleton",PA189288,02/02/2026,609-894-8555,3 3rd Street,Bordentown,NJ,8505,,Rehan
Papp Electric LLC,PA164991,9/23/2025,609-585-6608,10 Arbor Ln,Bordentown,NJ,8505,,Rehan
PARADISE PAINTING LLC,PA145093,06/06/2025,609-372-8732,515 BRADFORD CT,Bordentown,NJ,8505,,Rehan
Pro Quality Construction Services,PA196522,10/25/2026,609-838-7878,127 Fairbrook Dr,Bordentown,NJ,8505,,Rehan
"Stony Brook Systems, Inc",PA120267,10/30/2025,609-689-3144,17 Park Street,Bordentown,NJ,8505,,Rehan
Syndicate Building Solutions,PA179723,1/29/2027,609-838-1636,230 US 130,Bordentown,NJ,8505,,Rehan
"Bralor Construction, LLC",PA084979,2/24/2027,609-351-6123,222 Broad Street,Florence,NJ,8518,,Rehan
Premier Concrete & Design LLC,PA131673,06/02/2025,267-249-5459,325 Chestnut St,Florence,NJ,8518,,Rehan
Sufia Construction LLC,PA181928,04/11/2025,609-360-3666,95 CEDAR LN APT 9D,Florence,NJ,8518,,Rehan
"A Vision For You, LLC",PA085214,9/27/2025,609-456-9695,1240 School Lane,Roebling,NJ,8554,,Rehan
Counter Edge LLC,PA191570,4/16/2026,609-270-1505,1496 Hornberger Ave.,Roebling,NJ,8554,,Rehan
GEO CONSTRUCTION LLC,PA131004,04/11/2025,609-649-4557,615 Fifth St,Roebling,NJ,8554,,Rehan
Stephen Gartner Painting,PA183030,5/17/2025,215-290-7864,207 4th Ave,Roebling,NJ,8554,,Rehan
A+1 Construction & Building Services Llc,PA156938,7/21/2026,215-982-6061,1150 Old York rd suite 25,Abington,PA,19001,,Rehan
Acuna brothers inc,PA103819,2/20/2026,215-657-5419,1535 Arline ave,Abington,PA,19001,,Rehan
Air Union Mechanical Contractor,PA151001,09/11/2025,267-307-4251,2843 Rossiter ave,Abington,PA,19001,,Rehan
ALBA PRO REMODELING LLC,PA182232,4/21/2025,267-370-7680,1426 HIGH AVE,Abington,PA,19001,,Rehan
Anika Group,PA135954,7/16/2025,215-907-2201,1514 Arline Ave,Abington,PA,19001,,Rehan
Anika Group,PA135954,7/16/2025,833-700-8008,1514 Arline Ave,Abington,PA,19001,,Rehan
AY-GENERAL CONTRACTING LLC,PA195540,9/17/2026,267-776-1506,2919 Joyce Road,Abington,PA,19001,,Rehan
Bennett's Home Improvements,PA105025,12/01/2026,215-758-2253,2472 Brookdale Ave,Roslyn,PA,19001,,Rehan
BLUE TOUCH INC.,PA122591,2/27/2026,215-388-3020,1921 Old York Rd,Abington,PA,19001,,Rehan
Bryan Stuckert Plumbing Inc.,PA010622,3/18/2025,215-657-7731,2314 Heston Street,Roslyn,PA,19001,,Rehan
Buehl and Gemzik LLC,PA060964,11/08/2025,215-657-9216,120 S. Limekiln Pike,Chalfont,PA,19001,,Rehan
C & V Enterprises,PA109400,1/30/2026,215-766-2156,1650 rockwell rd,abington,PA,19001,,Rehan
C & V Enterprises,PA109400,1/30/2026,215-657-2000,1650 rockwell road,Abington,PA,19001,,Rehan
Castle Painting,PA116525,5/18/2025,215-870-6919,2320 Heston Street,Abington,PA,19001,,Rehan
"Chasing Erin Construction, LLC",PA119906,9/20/2025,267-222-0497,2451 Woodland Rd,Roslyn,PA,19001,,Rehan
"CHUD AIR-CONDITIONING, HEATING, REFRIGERATION CO., INC.",PA048883,11/14/2025,215-659-4343,1570 Old York Rd,Abington,PA,19001,,Rehan
Circa Construction LLC,PA113991,09/09/2025,267-210-5957,3036 david drive,roslyn,PA,19001,,Rehan
Clearwise Waterproofing & Masonry,PA194796,8/16/2026,267-232-7491,1630 Old York road,Abington,PA,19001,,Rehan
Courchain Tile Design Llc,PA099803,1/22/2026,267-207-0373,1402 St. Charles Place,Abington,PA,19001,,Rehan
CTR Construction LLC,PA171276,3/28/2026,215-370-1812,1040 Tyson Ave,Abington,PA,19001,,Rehan
Dasilvas Flooring & Remodeling,PA060411,8/17/2025,267-767-6423,1488 Huntingdon Rd,Abington,PA,19001,,Rehan
David A. Dukert,PA059729,2/24/2026,215-768-1209,831 Tyson Avenue,Abington,PA,19001,,Rehan
Denis Ortolani Inc,PA064229,9/26/2025,215-887-1718,1012 Bradfield RD,Abington,PA,19001,,Rehan
Duniel Handyman,PA166808,08/03/2025,267-680-5194,1554 Easton RD,Abington,PA,19001,,Rehan
EJG Tippin & Flippin LLC,PA185265,8/13/2025,267-238-7194,1565 SAINT JAMES PLACE,ROSLYN,PA,19001,,Rehan
EKR General Contracting & Property Management LLC,PA154805,3/28/2026,267-970-8301,1402 High Ave,Abington,PA,19001,,Rehan
EOS Builders,PA148011,10/10/2025,215-378-6695,1236 Osbourne Avenue,Abington,PA,19001,,Rehan
Falbo Paving & Concrete Inc,PA013873,07/01/2025,215-887-6162,1457 Huntingdon Rd,Abington,PA,19001,,Rehan
FAST LOCAL GARAGE DOOR SERVICES INC,PA115879,12/12/2025,267-312-0259,1301 EASTON ROAD,Abington,PA,19001,,Rehan
Frank D'Elia,PA114473,7/23/2025,215-768-1201,1833 Woodland Road,Abington,PA,19001,,Rehan
French Hammer LLC,PA178850,12/20/2026,215-500-1925,1528 Hower Rd,Abington,PA,19001,,Rehan
George Thompson Electrical Services LLC.,PA060867,7/29/2026,215-887-0449,2473 Radcliffe Avenue,Roslyn,PA,19001,,Rehan
"Gombeda & Son Electrical Contracting, LLC",PA066489,05/03/2025,267-238-7194,1565 St James Place,Roslyn,PA,19001,,Rehan
Green Boots Emporium,PA169963,2/25/2026,843-338-5110,1322 Wheatsheaf lane,Abington,PA,19001,,Rehan
Grid Property Management,PA187415,11/09/2025,267-622-4743,1302 Easton Road #1007,Abington,PA,19001,,Rehan
Heinrich Handyman and Carpentry Services,PA199512,03/06/2027,267-495-9618,1001 Arbuta Rd.,Abington,PA,19001,,Rehan
Henry J. Thompson Plumbing & Heating Inc.,PA058377,3/15/2026,215-379-4599,1839 Chester Avenue,Abington,PA,19001,,Rehan
Home Sweet Home Remodeling LLC,PA192990,06/05/2026,267-290-8344,1713 Old York Rd,Abington,PA,19001,,Rehan
Home Sweet Home Remodeling LLC,PA192990,06/05/2026,267-474-9691,1713 Old York Rd,Abington,PA,19001,,Rehan
Honeycomb Flooring Solutions INC,PA100618,7/21/2025,215-885-5145,2470 Independence Ave,Abington,PA,19001,,Rehan
Hughes Plumbing Heating Air Conditioning Inc.,PA036581,10/26/2025,215-576-5541,1212 Easton Rd,Roslyn,PA,19001,,Rehan
Ian Jonas and son plumbing&heating,PA191503,4/15/2026,215-947-7300,2453 Avondale ave,Abington,PA,19001,,Rehan
Impact Construction Inc,PA098405,02/11/2027,215-397-7462,1836 Horace Ave,Abington,PA,19001,,Rehan
"J&S Quality Builders, Inc",PA057576,1/16/2026,215-768-2337,2518 Rosewood Avenue,Roslyn,PA,19001,,Rehan
J. Quest Construction,PA169917,12/22/2025,215-285-6268,1632 Edge Hill Rd,Abington,PA,19001,,Rehan
JEVELECTRIC,PA090317,09/12/2026,610-637-0678,823 TYSON AVE,Roslyn,PA,19001,,Rehan
JMT Awnings,PA018147,04/11/2026,215-659-5239,2017 Butler Ave,Abington,PA,19001,,Rehan
JOHN A. KINKAID HEATING & AIR CONDITIONING INC.,PA007379,7/19/2025,215-657-1262,1366 FITZWATERTOWN ROAD,Roslyn,PA,19001,,Rehan
John Hoagland Maintenance and Repair,PA110118,7/16/2026,215-657-1219,1376 Birchwood Ave.,Roslyn,PA,19001,,Rehan
John P. Trasser,PA071232,10/27/2025,267-408-3900,2061 Roy Ave.,Abington,PA,19001,,Rehan
"John's Lock Shop, Inc.",PA005959,01/08/2026,215-884-2500,932 Old York Road,Phone,PA,19001,,Rehan
Justin W. Douglas,PA113095,12/09/2026,215-834-5857,1381 High Avenue,Phone,PA,19001,,Rehan
Keith Sheppleman Construction,PA042267,12/19/2025,215-565-6773,1449 doris rd,Phone,PA,19001,,Rehan
"Kiefaber Contracting, LLC",PA011313,11/16/2025,215-802-4026,1864 Ambler Road,Phone,PA,19001,,Rehan
Kirwin Contracting LLC,PA149317,12/30/2026,215-264-1289,2156 Myrtlewood Avenue,Phone,PA,19001,,Rehan
"KMA Contractors, LLC",PA042908,7/14/2025,215-837-0044,1028 Highland Avenue,Abington,PA,19001,,Rehan
L TOGETHER FOUR EVER,PA186751,10/12/2025,267-673-0593,2461 susquehanna road,Abington,PA,19001,,Rehan
L. Schoeffling Contracting Inc.,PA055619,04/07/2026,215-659-4668,1824 Roberta Ave,Abington,PA,19001,,Rehan
LJG ELECTRICAL CONTRACTING LLC,PA091956,5/21/2026,215-470-2059,2013 CHESTER AVENUE,ABINGTON,PA,19001,,Rehan
"Mark IV Kitchen Gallery, Inc.",PA020395,9/27/2025,215-657-6110,2124 Moreland Road,Abington,PA,19001,,Rehan
"Mark IV Kitchen Gallery, Inc.",PA020395,9/27/2025,215-657-6110,2132 Moreland Road,Abington,PA,19001,,Rehan
Marrero Masonry,PA175114,08/06/2026,215-582-6336,1789 rockwell rd,Abington,PA,19001,,Rehan
Marston Mechanical,PA014785,2/28/2027,215-657-6049,1528 Arline Ave,Roslyn,PA,19001,,Rehan
Michael Lepore Contracting,PA149223,03/05/2026,215-572-6847,1348 Easton Road,Roslyn,PA,19001,,Rehan
Mike McCaffrey LLC,PA139276,04/10/2026,215-756-7141,2624 Woodland Rd,Abington,PA,19001,,Rehan
Mx Landscaping,PA183613,06/10/2025,267-626-1606,2501 Patane Ave Abington PA 19001,Abington,PA,19001,,Rehan
NEW LEAF CONSTRUCTION LLC,PA137195,1/17/2026,267-716-0823,2057 ROY AVENUE,Abington,PA,19001,,Rehan
NS Renovations Corp,PA198356,1/23/2027,267-499-7322,1554 Easton rd apt 2 south,Abington,PA,19001,,Rehan
Ochoa's Hardscaping and Landscaping LLC,PA192537,5/18/2026,267-767-0686,1435 Lindbergh ave,NORRISTOWN,PA,19001,,Rehan
Page Electric,PA173370,4/29/2026,215-718-4186,1416 Edgewood ave,Abington,PA,19001,,Rehan
"Paradigm Construction Group, L.L.C.",PA052495,07/02/2026,215-778-9388,2439 Susquehanna Rd.,Abington,PA,19001,,Rehan
Phil Repici Contracting,PA092469,3/16/2025,215-901-0608,1790 Rockwell Road,Abington,PA,19001,,Rehan
PNJA HOME IMPROVEMENT AND GENERAL CONTRACTORS,PA108632,11/12/2026,267-625-6458,1554 Easton Rd,Abington,PA,19001,,Rehan
Quality Maintenance,PA075409,12/09/2026,215-450-4500,2485 Avondale Ave.,Abington,PA,19001,,Rehan
Quallet HVAC Inc,PA035018,07/12/2026,215-350-6594,1410 st charles place,Abington,PA,19001,,Rehan
RADIANCE HVAC SERVICES,PA142549,10/16/2026,301-305-4442,1861 ECKARD AVENUE,ABINGTON,PA,19001,,Rehan
Raiden Arc Electric,PA165781,6/17/2025,484-540-5045,1062 arbuta road,Abington,PA,19001,,Rehan
Reedel Masonry  David Reedel  D/B/A,PA014296,5/26/2026,267-246-1010,2502 Pershing ave,Roslyn,PA,19001,,Rehan
"Reliance Heating & Air Conditioning, LLC",PA144654,12/19/2026,215-936-1834,1426 Hallman Rd.,Roslyn,PA,19001,,Rehan
Richard Souza,PA178477,11/30/2026,267-290-8218,2337 woodland rd,Abington,PA,19001,,Rehan
Ron Rosenberger Contractor,PA103947,10/24/2025,215-884-7837,2520 Fernwood Ave.,Roslyn,PA,19001,,Rehan
Sir Fix-it Projects,PA157841,9/29/2026,215-582-2551,1831 Watson Rd.,Abington,PA,19001,,Rehan
Soareshomerenovations llc,PA173358,4/29/2026,267-236-3262,1359 Arnold av,Abington,PA,19001,,Rehan
Stars and Stripes Electric,PA055974,12/03/2025,215-885-2766,2132 Keith Rd.,Abington,PA,19001,,Rehan
Superior Construction Institute Unlimited Services LLC,PA198017,01/09/2027,267-254-7890,1527 shoemaker,abington,PA,19001,,Rehan
Systematic Home Solutions LLC,PA188125,12/13/2025,610-699-9033,1777 Rockwell Road,Abington,PA,19001,,Rehan
Tague Landscaping Inc.,PA072214,3/13/2025,215-886-9097,1957 Susquehanna Rd.,Abington,PA,19001,,Rehan
TK Owens Hvac,PA156226,9/21/2026,267-370-2336,2433 Independence Ave,Abington,PA,19001,,Rehan
TOM COOK GENERAL CONTRACTOR,PA028518,8/19/2025,215-706-4340,1864 OLD WELSH ROAD,ABINGTON,PA,19001,,Rehan
"TRIAC MECHANICAL SERVICES, INC.",PA134234,8/15/2025,215-886-8877,2825 OMEGA PLACE,ROSLYN,PA,19001,,Rehan
TRI-STATE PLUMBERS LLC,PA188249,12/19/2025,267-670-6629,2806 Anzac avenue,Abington,PA,19001,,Rehan
"Vara NRG, LLC",PA096204,7/23/2026,215-550-7861,PO Box 658,Abington,PA,19001,,Rehan
VJN Enterprises,PA170603,1/30/2026,215-766-2156,1646 Rockwell Road,Abington,PA,19001,,Rehan
Wayne Earp Home Improvements,PA043300,7/20/2025,215-657-6934,1337 Green Rd,Abington,PA,19001,,Rehan
Wittman Painting,PA047525,1/25/2027,215-572-5541,1819 Roberta Avenue,Abington,PA,19001,,Rehan
xactbuildpro,PA178848,12/19/2026,215-882-3026,1864 woodland rd,abington,PA,19001,,Rehan
A&A General Contractor,PA121249,9/27/2025,484-661-3262,"114 School House Ln, Ardmore, PA, 19003",Ardmore,PA,19003,,Rehan
AIR DONE RIGHT LLC,PA093007,6/26/2026,215-596-0334,333 E lancaster Ave,Wynnewood,PA,19003,,Rehan
"Alliance Chimney & Energy, Inc.",PA016683,8/31/2025,215-254-9355,73 Rittenhouse Place,Ardmore,PA,19003,,Rehan
"AMDG Exterior Contracting, LLC",PA029644,07/05/2025,484-453-8412,2377 Haverford Ave,Ardmore,PA,19003,,Rehan
ANDREW EMMERT PAINTING,PA174675,6/22/2026,484-620-0290,45 S WYOMING AVE,Ardmore,PA,19003,,Rehan
Anomaly Real Estate LLC,PA180999,3/13/2027,267-258-5131,10 Simpson Road,Ardmore,PA,19003,,Rehan
Baldoni Landscape Inc.,PA083256,4/28/2025,610-850-4640,1808 Karakung Drive,Ardmore,PA,19003,,Rehan
Basch Builders,PA166520,7/20/2025,609-712-5520,40 east montgomery ave,Ardmore,PA,19003,,Rehan
Betancourt Painting and Remodeling llc,PA070225,02/04/2027,267-496-1638,52 holland ave,Ardmore,PA,19003,,Rehan
"Bob Cermignano Air Conditioning and Heating, Inc.",PA006409,07/01/2025,610-642-6323,32 St. Pauls Road,Ardmore,PA,19003,,Rehan
Brad Brown Electric LLC,PA047530,12/17/2026,610-955-9622,2303 Haverford Rd,Ardmore,PA,19003,,Rehan
BYF LANDSCAPING INC,PA162816,3/13/2025,267-432-8171,134 SIBLEY AVE,Ardmore,PA,19003,,Rehan
Civitella Construction Inc.,PA042836,8/22/2025,610-299-2662,724 Loraine Street,Ardmore,PA,19003,,Rehan
"CONICELLA GROUP, INC.",PA070914,4/17/2025,610-642-4030,151 Cricket Ave.,Ardmore,PA,19003,,Rehan
Costello's Electrical Services,PA061097,1/18/2026,610-642-6261,2738 East County Line Rd,Ardmore,PA,19003,,Rehan
Crossan Electrical Contractors Inc.,PA043623,10/17/2025,610-642-1182,112 Grandview Rd,Ardmore,PA,19003,,Rehan
Daniel & Michael Builders,PA039188,01/03/2027,610-506-4977,5414 Gainoir Road,Philadelphia,PA,19003,,Rehan
Daniel Lazar Construction Services,PA065963,04/04/2026,610-330-7474,214 Linwood Ave.,Ardmore,PA,19003,,Rehan
"DeVito Brothers and Son, Inc.",PA093737,8/25/2025,610-896-2869,2565 Haverford Road,Ardmore,PA,19003,,Rehan
Eagle Eye Contracting Inc dba Eagle Eye Roofing,PA174702,8/13/2026,609-424-2736,326 W Lancaster Ave Suite 311,Ardmore,PA,19003,,Rehan
Green Air Concepts Heating & Air Conditioning LLC,PA096255,12/06/2026,215-397-7094,218 Ardmore Ave,Ardmore,PA,19003,,Rehan
"H&B Driveway Resealing, LLC",PA051754,09/07/2025,610-649-1385,2728 Morris Rd.,Ardmore,PA,19003,,Rehan
"Hamilton Contractors, Inc.",PA020847,8/24/2025,610-896-3668,45 Holland Ave,Ardmore,PA,19003,,Rehan
Harrison All-N-One Handyman,PA195397,09/11/2026,610-618-2007,207 Park Terrace,Ardmore,PA,19003,,Rehan
Hynes Home Improvements Inc.,PA018897,07/07/2025,610-896-6388,119 Sibley Avenue,Ardmore,PA,19003,,Rehan
IHR,PA176157,09/03/2026,610-310-8896,814 biddle street,Ardmore,PA,19003,,Rehan
J.Roberts Contracting,PA155131,3/26/2026,610-517-6410,2333 Haverford Road,Ardmore,PA,19003,,Rehan
James Rossi Landscaping,PA197227,11/25/2026,610-357-1571,2438 Chestnut Ave,Ardmore,PA,19003,,Rehan
Jeffrey Jackson,PA172070,3/16/2026,267-922-3595,224 Greenfield Avenue,Ardmore,PA,19003,,Rehan
Jeffrey T. Martin General Contractor Inc.,PA054045,6/20/2026,610-645-6930,35 S. Wyoming Ave,Ardmore,PA,19003,,Rehan
"Jim Miller, Inc.",PA001929,08/07/2025,484-413-2995,2522 Haverford Road,Ardmore,PA,19003,,Rehan
John F Whittaker/ Artisan Epoxy LLC,PA136000,05/02/2026,610-348-4852,2716 Morris Rd,Ardmore,PA,19003,,Rehan
"John Neill Painting & Decorating, LLC",PA014716,2/28/2026,610-664-5555,231 Linwood Ave,Ardmore,PA,19003,,Rehan
JOHN PINTO DBA JOHN A. PINTO LANDSCAPING,PA088790,2/22/2026,610-649-0171,2601 Haverford Road,Ardmore,PA,19003,,Rehan
KEITH FORD PLUMBING,PA189777,2/21/2026,610-496-1355,796 BRIDDLE ST,Ardmore,PA,19003,,Rehan
M1 Productions LLC,PA172486,5/14/2026,267-242-1873,2434 E County Line Rd,Ardmore,PA,19003,,Rehan
Mack Landscape Management LLC,PA149652,7/18/2025,610-755-8949,21 East Spring Ave,Ardmore,PA,19003,,Rehan
Main Line Chimney Co,PA069621,9/20/2026,610-896-9660,2601 Haverford Road,Ardmore,PA,19003,,Rehan
Martinelli Masonry,PA070628,07/12/2026,610-896-4862,658 Loraine St,Ardmore,PA,19003,,Rehan
"Matus Windows, Inc.",PA019628,11/12/2025,610-642-0900,49 E. Lancaster Ave,Ardmore,PA,19003,,Rehan
"McClelland Electric, Inc",PA012073,1/26/2026,610-896-7232,123 Cricket Ave.,Ardmore,PA,19003,,Rehan
Michael Gorman Painting,PA076254,02/07/2027,610-446-4880,809 Loraine St,Ardmore,PA,19003,,Rehan
Mike Pinto Plumbing & Heating,PA067086,3/14/2025,610-637-2154,2720 chestnut ave,Ardmore,PA,19003,,Rehan
Mike Venafra General Contractor,PA091708,07/12/2026,610-896-9319,209 Marlboro Road,Ardmore,PA,19003,,Rehan
MK Electric,PA138675,3/19/2026,215-767-7589,142 ST PAULS RD,Ardmore,PA,19003,,Rehan
Moore Wood Design,PA190221,03/05/2026,732-503-7409,728 Humphreys Rd,Ardmore,PA,19003,,Rehan
Noel Lezama,PA197436,12/07/2026,267-473-8080,28 S Wyoming Ave,Ardmore,PA,19003,,Rehan
"Orion General Contractors, Inc.",PA005533,07/01/2025,610-649-4545,100 Cricket Avenue,Ardmore,PA,19003,,Rehan
"Oruska Construction, Anthony Oruska General Contractor",PA051846,6/15/2026,484-719-0024,Various,Ardmore,PA,19003,,Rehan
OSORIO GENERAL CONTRACTOR,PA152179,08/08/2025,215-839-2380,163 SIMPSON RD,Ardmore,PA,19003,,Rehan
Patrick J. Grace Carpentry Inc.,PA055614,11/05/2026,484-571-2783,326 E. Spring Ave,Ardmore,PA,19003,,Rehan
"Patterson Associates, Inc",PA042420,6/28/2025,610-649-7500,16 East Lancaster Avenue,Ardmore,PA,19003,,Rehan
Penn SE Holdings,PA198628,02/03/2027,412-228-2640,125 Sibley,Ardmore,PA,19003,,Rehan
"Penn Valley Pools , LLC",PA119560,2/22/2026,610-930-6174,341 East Spring Avenue,Ardmore,PA,19003,,Rehan
"Pinemar, Inc.",PA063456,2/25/2026,610-649-5075,106 Cricket Avenue,Ardmore,PA,19003,,Rehan
PJL Carpentry,PA183169,5/23/2025,267-469-1581,809 Loraine Street,Ardmore,PA,19003,,Rehan
Pradelli Home and Garden,PA144407,4/13/2025,215-908-2600,3018 Darby Road,Ardmore,PA,19003,,Rehan
QBD Solutions Co,PA165132,09/12/2025,267-405-1420,2700 Saint Davids Lane,Ardmore,PA,19003,,Rehan
"R Cohen Consulting, LLC",PA191383,04/10/2026,610-550-6350,2617 St Davids Lane,Ardmore,PA,19003,,Rehan
R. P. DiGiacomo Inc.,PA012873,8/24/2025,610-585-1202,1421 W. Wynnewood Rd,Ardmore,PA,19003,,Rehan
"R.A.C. Enterprises, Inc. dba World Wide Stereo",PA014760,9/17/2025,215-368-2260,38 Greenfield Ave,Ardmore,PA,19003,,Rehan
Raggs Janitorial and Maintenance L.L.C.,PA009889,03/12/2026,610-745-0012,609 ardmore avenue,Ardmore,PA,19003,,Rehan
Richard Katz Electric,PA059244,12/17/2025,610-649-9283,17 Llanfair Road,Ardmore,PA,19003,,Rehan
"Riggs Tree Service, LLC",PA116278,7/19/2026,610-656-5223,1345 Wynnewood Rd.,Ardmore,PA,19003,,Rehan
"Rinaldi Heating and Air Conditioning, Inc.",PA039544,07/08/2025,610-649-0368,206 Cricket Avenue,Ardmore,PA,19003,,Rehan
Shihadeh,PA074163,11/06/2026,610-649-2000,116 Cricket Ave.,Ardmore,PA,19003,,Rehan
"Summit Swimming Pools, Inc.",PA110635,10/04/2026,610-777-7665,812 Biddle Street,Ardmore,PA,19003,,Rehan
"Super Fence Company, LLC",PA046887,9/24/2025,610-642-4450,2717 Haverford Rd,Ardmore,PA,19003,,Rehan
The Bodhi Company,PA097183,6/13/2025,610-813-6099,2814 E County Line Rd,Ardmore,PA,19003,,Rehan
THNoonan Inc.,PA109955,08/12/2026,610-368-8627,2727 Haverford Road,Ardmore,PA,19003,,Rehan
Thomas Schulz Custom Wallpapering & Painting,PA040822,08/11/2025,856-287-6600,135 Grandview Rd. 2nd Floor,Ardmore,PA,19003,,Rehan
Tread Zero LLC,PA193410,6/20/2026,610-952-6638,221 Simpson Rd.,Ardmore,PA,19003,,Rehan
"Vincent's Hardwood Flooring, Inc",PA038548,5/30/2025,610-896-6380,136 Sibley Avenue,Ardmore,PA,19003,,Rehan
Walter T. Africa- Landscape Contractor,PA107399,01/04/2027,610-960-4567,160 Sheldon Lane,Ardmore,PA,19003,,Rehan
Walter T. Africa- Landscape Contractor,PA107399,01/04/2027,610-960-4569,160 Sheldon Lane,Ardmore,PA,19003,,Rehan
White Construction and Design,PA082950,3/14/2026,610-996-6836,45 Linwood Ave,Ardmore,PA,19003,,Rehan
William F. Hillman Carpentry LLC,PA004481,1/13/2027,610-645-9444,206 williamsburg rd,Ardmore,PA,19003,,Rehan
Wylie Contracting,PA051790,09/04/2025,610-804-7710,2827 Belmont Avenue,Ardmore,PA,19003,,Rehan
All Pros Property Services,PA005781,7/16/2025,610-476-5409,P.O. Box 2567,Bala Cynwyd,PA,19004,,Rehan
"American Home Concepts, Inc.",PA008523,07/01/2025,610-667-7775,29 Bala Ave.,Bala Cynwyd,PA,19004,,Rehan
AP General Contracting LLC,PA182526,05/01/2025,610-382-5400,1 Belmont Avenue,Bala Cynwyd,PA,19004,,Rehan
Awv Masonry & Construction,PA190182,03/04/2026,610-636-0999,150 Monument road,Bala Cynwyd,PA,19004,,Rehan
BC General Contracting LLC,PA154826,03/09/2026,845-422-6446,302 Pembroke RD,Bala Cynwyd,PA,19004,,Rehan
Belmont Contracting Services,PA070582,10/16/2026,610-667-3252,30 S Washington Ave,Belmont Hills,PA,19004,,Rehan
BEN DAVID CONSTRUCTION INC,PA040199,9/24/2026,215-892-7386,45 E City Ave,Bala Cynwyd,PA,19004,,Rehan
blue pencil creation,PA181295,3/21/2025,646-877-3920,45 East city ave,Belmont Hills,PA,19004,,Rehan
Brush Construction Company,PA164778,11/07/2025,610-716-5087,151 Jennifer Ln,Bala Cynwyd,PA,19004,,Rehan
"C. Mazzoni Brothers, Inc.",PA056404,9/25/2025,484-368-9666,121 Pencoyd Ave,Bala Cynwyd,PA,19004,,Rehan
